reviewerID,reviewerName,review_count,avg_rating,rating_std,min_rating,max_rating,avg_text_length,text_length_std,min_text_length,max_text_length,verified_count,verified_ratio,all_reviews_keywords,top_category,top_category_count,top_style_colors,top_style_sizes,top_style_color_count,top_style_size_count,content_vector,user_idx,dominant_color,dominant_size,interaction_degree,pca_3d_x,pca_3d_y,pca_3d_z
A2TY9KJ0B5LI0P,bsassy406,5,4.2,1.7888543819998317,1.0,5.0,187.6,48.10197501142755,157,271,5,1.0,great long quality run product price little legs shocked saw much better mind love color,FineBrandShop,1,"['blue', 'pink', 'silver']",['s'],3,1,"[-0.13317868  0.1277957   0.02164729 -0.17445739  0.09355607  0.05164465
 -0.05587259  0.04949419 -0.02250958  0.01251886 -0.00341597 -0.02928857
  0.07053325 -0.05058606  0.00533445 -0.00463034 -0.03515536  0.02037267
  0.07078288  0.03925237  0.05577581 -0.02014722  0.03806638 -0.02540773
  0.03607266  0.01306043  0.0009503  -0.02137528  0.07049713 -0.00613539
 -0.02035589 -0.05861452  0.02775784 -0.02819014 -0.00171764 -0.04155712
 -0.07084981 -0.02540458 -0.01634959  0.00075553 -0.00574557 -0.02598592
 -0.04613538  0.08184569  0.000321    0.01369685 -0.00086627 -0.02019084
 -0.01036023 -0.00158154 -0.00982559  0.01571492 -0.04596031 -0.01449571
 -0.02365821 -0.00780277  0.00415454 -0.02307489 -0.00384473 -0.00474506
 -0.00485774  0.02931904 -0.0041932   0.02402676]",601,blue,s,4,1.0055634,-0.043697797,0.16047229
A2U5X9Q8WINV0Z,Ariel,7,5.0,0.0,5.0,5.0,114.85714285714286,61.87468133636076,20,215,6,0.8571428571428571,small fits warm cute ordered usually extra love wear went ahead size perfectly super perfect,Allegra K,3,"['white', 'beige', 'black', 'orange']","['s', 'l', 'm']",4,3,"[ 0.07061172 -0.05582295  0.09464183 -0.07963831  0.16170804  0.02711547
  0.02047893 -0.02738987  0.03146641  0.04795251 -0.03381129  0.05639575
  0.04726202 -0.01097007  0.08087088  0.05109834  0.01111816 -0.03083705
  0.02168247 -0.00546689  0.03568332 -0.00525735  0.00107137  0.0718163
 -0.09605067 -0.03953271  0.01395475  0.01345718 -0.005563    0.02150649
  0.00457583 -0.00852181  0.01601478 -0.0073201  -0.04590545  0.0055766
  0.04878699  0.01075138 -0.03306524  0.00639308  0.04212469  0.03774619
  0.00087546  0.01159325 -0.02980075  0.00137051 -0.01071739  0.02706536
 -0.04281041  0.00963755 -0.01964039 -0.02014148  0.01347278 -0.0099988
  0.00264209  0.00440667  0.0104782   0.02160702 -0.00114717  0.01251855
  0.00964364  0.02674764 -0.00868628 -0.00236074]",602,white,s,7,1.0542547,0.2568296,0.25888306
A2U87Z724MQI3Y,LadyK,7,4.428571428571429,1.511857892036909,1.0,5.0,217.42857142857144,67.25289868066938,128,329,7,1.0,top size totally one recommend great quality belt unique fit black made got love different,Allegra K,3,"['gold', 'red', 'beige', 'silver', 'white']","['xl', 'xs']",5,2,"[ 0.37280673 -0.20546351  0.07886732 -0.02744664 -0.00051678 -0.14428712
  0.11059424 -0.14229895  0.02397551  0.13880704  0.05141297 -0.01337688
 -0.04403142  0.01851877  0.03496681  0.0044746  -0.03504271 -0.06673038
 -0.10821267 -0.07792616  0.04396086 -0.02557956 -0.03213005  0.00581073
 -0.04802661 -0.02038767  0.05025554 -0.01496919 -0.01605933 -0.01630818
  0.07088809 -0.01752084  0.01551775 -0.02315722  0.01911739 -0.01803525
  0.042942    0.03373394 -0.01033877 -0.00876183  0.02162409  0.09599559
 -0.02245806 -0.00771197  0.04160316 -0.03524033  0.05409905 -0.10945325
 -0.04937121  0.04955292 -0.01707188  0.01749425 -0.06316963  0.02754526
  0.05962716  0.03736499  0.0457572  -0.01132883 -0.00742162  0.0010484
 -0.03506844  0.01584891  0.01471706  0.02482566]",603,gold,xl,7,1.0725379,0.38058066,-0.06721241
A2UALK0MY7S3C2,salina,6,5.0,0.0,5.0,5.0,19.0,0.0,19,19,6,1.0,love shoes,,0,[],"['m', 's', 'l']",0,3,"[-2.9179844e-01  2.3645596e-01  7.4887298e-02  7.3324859e-02
 -1.5940346e-01  6.1077330e-02  9.2716128e-02 -7.0148684e-02
  1.7211555e-01  4.6748057e-02  1.0039858e-02  6.8010397e-02
 -4.7319237e-02 -2.2138165e-02 -4.4073896e-03 -3.7211176e-02
 -2.1950526e-02 -3.6945574e-02 -5.5569049e-02  2.1384278e-02
 -3.5742406e-02 -3.9682195e-02  6.3395649e-02  3.2169711e-02
 -3.9127648e-02 -1.8938063e-02 -4.4934615e-02  2.1698678e-02
 -2.9677665e-02  5.4622288e-03 -2.8011544e-02 -3.3168033e-02
 -3.1309050e-02 -8.1762038e-03  1.3963216e-03  2.6212262e-02
  3.8941747e-03  2.4305459e-02 -1.9775510e-03  1.7764516e-02
 -2.6444433e-02 -1.2777203e-02 -4.6520684e-02  2.1455935e-03
 -1.4795798e-02  9.6457341e-04  1.0713174e-02  2.8297579e-02
 -2.8018352e-02 -2.8111728e-02 -2.4753261e-02  2.8700680e-03
 -2.8542198e-02  2.3454870e-04  1.0338241e-02  4.5860079e-04
  1.2604106e-04 -3.2376707e-02 -3.7019260e-03 -2.4275681e-02
 -2.3064880e-02 -2.2113444e-02  4.1300822e-03  1.0808808e-02]",604,unknown,m,6,1.3191266,-0.051567502,0.11313492
A2UE1H1A7NH56P,K. Towler,6,5.0,0.0,5.0,5.0,224.0,0.0,224,224,6,1.0,white best shoes ever bought two pairs different colors black pink awesome support whatever you,,0,[],"['m', 's', 'l']",0,3,"[ 0.13125663  0.41550016 -0.035792   -0.05847894 -0.1334948   0.0186347
  0.02454263  0.02952564  0.01054709  0.05431046 -0.03532371 -0.04935245
 -0.0169233   0.01866455 -0.00851187  0.00051379 -0.01947035  0.03015695
 -0.01620554  0.00874101 -0.07837576  0.12151683 -0.01537019  0.00818461
 -0.018374   -0.01842994  0.0630108   0.11765067  0.00428036  0.01415985
 -0.05242766 -0.03121586 -0.13808347 -0.08434179 -0.00239347 -0.01846514
 -0.04649421 -0.03376637  0.0251235   0.00774204  0.00641415  0.06860732
 -0.05288083 -0.05056665  0.02412523  0.00286325 -0.05076271  0.02134731
 -0.01215158 -0.09044252 -0.03565688 -0.03368452 -0.04001427 -0.02913935
 -0.0209417  -0.03488537  0.03858639 -0.00907624 -0.02293337  0.01210563
 -0.05460938 -0.05812308  0.04927526  0.0597828 ]",605,unknown,m,6,1.319058,-0.042762354,0.10091395
A2UH7LMPAMWC2A,lili,7,4.714285714285714,0.4879500364742665,4.0,5.0,125.14285714285714,58.44207551478807,10,192,5,0.7142857142857143,still love like everyone commented dress comfortable top broad shoulders tight feels don need add,Allegra K,3,"['black', 'khaki', 'navy', 'white']","['m', 'l', 'medium', 'one size', 'x-large']",4,5,"[ 2.03453645e-01 -8.58458132e-02  1.30669221e-01 -6.50292933e-02
  1.24425804e-02 -7.27851242e-02  1.29856363e-01 -1.33341134e-01
  2.34970935e-02  7.45133907e-02 -8.98092706e-03  8.61022919e-02
  6.02207473e-03 -6.84069693e-02 -5.40715195e-02  3.62236463e-02
  1.29672615e-02  5.64777851e-02  2.15731864e-03 -9.09314454e-02
  3.55142355e-02  3.04120928e-02 -7.31332577e-04 -3.14726159e-02
  7.50072533e-03  5.28784394e-02 -4.37490176e-03 -5.29352538e-02
  8.78149495e-02 -1.76121797e-02  2.39623338e-02  4.59796488e-02
 -1.57002863e-02  3.01999189e-02 -3.01759541e-02 -3.11238598e-02
  4.53137495e-02 -3.86004336e-03 -2.80538667e-03  1.05367592e-02
  1.64686572e-02  1.89939316e-03 -1.67196023e-03 -5.83131388e-02
 -8.97566788e-03 -1.91219859e-02  1.51966570e-03  2.90264077e-02
 -7.24023655e-02 -1.41376620e-02 -2.83889752e-02 -8.13984126e-03
 -2.81542074e-03 -7.05471169e-03  1.80761016e-03  2.35066302e-02
  9.50995454e-05 -2.48258859e-02 -3.40419495e-03 -3.03614922e-02
  1.64051391e-02 -3.74543220e-02 -1.47398124e-02  4.48170863e-02]",606,black,m,7,1.0583385,0.09282014,0.3268083
A2UNSU6TE92GRQ,cordell v. abernathy,6,3.1666666666666665,1.602081978759722,1.0,5.0,155.16666666666666,79.6075792036579,47,239,6,1.0,like fit top good waist amazing quality awesome price great outfit pic looked sheer nothing,Delicious Sexywear,1,"['black', 'white']","['large', 'm', 'medium', 's', 'small']",2,5,"[ 0.10139253 -0.09539425  0.1702767  -0.02029495  0.15015866 -0.05145358
 -0.02430413 -0.09322539 -0.08059549 -0.05706103 -0.02674665  0.07669445
  0.06168665 -0.03166907  0.03581937  0.05922952 -0.04873002 -0.028034
  0.0196368   0.03203252 -0.04385949 -0.04095607  0.0775338  -0.03594572
 -0.03736529 -0.04229946 -0.01760763 -0.00370393 -0.00068507 -0.02521849
  0.01653311  0.02496736  0.04581062 -0.02004993 -0.03027368  0.00952746
 -0.01880412 -0.01237501  0.03708059  0.00668568 -0.02536637  0.0439559
  0.02090843  0.01687622  0.01532498  0.00268024  0.02172011  0.00458122
  0.00259612  0.02123501 -0.04158197  0.01300698 -0.03088279  0.01772076
 -0.01085062  0.0556398   0.04392615 -0.03730421  0.00905536 -0.02587551
 -0.01585565 -0.04531167  0.02621826  0.02489411]",607,black,large,6,1.0020914,0.34981582,0.25116742
A2UNWFVHL0JWBH,S. Johnson,7,4.857142857142857,0.3779644730092272,4.0,5.0,980.5714285714286,572.9542905394976,168,1763,2,0.2857142857142857,like you nice one looks good looking top long because fur color review layer free,niceeshop,1,"['black', 'blue', 'pink', 'silver']","['s', 'large', 'm', 'x-large']",4,4,"[ 0.01305879 -0.12799089  0.0580916  -0.01234701  0.22491787 -0.03624494
 -0.01577505  0.0043396   0.03242511 -0.06738963 -0.04479355  0.0353526
  0.02599213  0.0341271   0.11531504  0.10428938  0.01287636 -0.05021731
 -0.00751488 -0.01467715  0.01567992  0.05504097  0.10071378 -0.0136149
 -0.03182128 -0.03194591 -0.04366162 -0.01355886  0.01864911  0.02911958
 -0.05230081  0.00032074  0.02772257  0.01564089  0.0198639  -0.00336016
 -0.04084386  0.01303675 -0.0046379  -0.02822636 -0.01880957 -0.03863529
  0.01163613  0.01350502  0.02151439 -0.00052577  0.01554114 -0.02441398
  0.02819645 -0.04168411 -0.01303989  0.03756565  0.00671038 -0.02046056
 -0.06235559  0.01060958  0.02596899  0.00360386  0.01371812 -0.01260611
  0.04495041  0.01824387  0.00648975  0.0027572 ]",608,black,s,7,1.013052,0.07497515,0.145841
A2UU07E33LH3R,Lori Steele,7,5.0,0.0,5.0,5.0,32.714285714285715,10.734900802433865,11,44,7,1.0,cute exactly pictured pretty definitely heavy lobes beautiful earrings different style cats meow really recommend,lushang,1,"['black', 'blue', 'purple']",['s'],3,1,"[-0.12924522 -0.12298846 -0.24242966  0.27699682  0.0721264  -0.00594366
  0.04016639  0.05171261 -0.01410558  0.07975146 -0.1333254  -0.05234308
 -0.06533587 -0.00065429  0.09562573 -0.07329766  0.03826385 -0.04590824
 -0.07518033 -0.06029395 -0.08429033 -0.08020287 -0.04175334  0.00720881
 -0.05227605  0.03798679  0.03150144  0.03165941  0.07913116  0.06568617
  0.12124829  0.00228659  0.02527985  0.00495004  0.01301268 -0.02651545
 -0.01037508 -0.00479956  0.00278198 -0.00896487  0.03215078 -0.03268957
 -0.01422494 -0.01240602  0.02596422 -0.03073489 -0.01079373  0.02619153
 -0.01309729 -0.02379801 -0.09658412  0.0235179  -0.01398453 -0.02436443
 -0.03137104 -0.00466671 -0.00250568 -0.00663277 -0.0349294   0.01055197
  0.05230281 -0.01398262 -0.00448972 -0.00211223]",609,black,s,7,0.99012953,-0.32718897,-0.17791289
A2UVALXRJ35D1A,Amazon Customer,6,2.0,0.0,2.0,2.0,89.0,0.0,89,89,6,1.0,run big super uncomfortable soles squeak don breathe,,0,[],"['m', 's', 'l']",0,3,"[-0.19901498  0.22437198  0.0139555  -0.08928046 -0.04169405  0.01888497
 -0.00800297 -0.01157366 -0.04781664  0.01743213 -0.00939142  0.01135444
  0.00299187 -0.0046943  -0.02330509  0.03576712  0.04430722  0.02333845
 -0.04544319 -0.01594556  0.06658968  0.05319132 -0.11165734 -0.07004716
 -0.03421759  0.05364075 -0.04156245 -0.01379331 -0.0072078   0.01665398
 -0.00206389 -0.01398199 -0.00627988  0.00362641  0.03286695  0.04568285
 -0.03286408 -0.03286557  0.00718329  0.04104765 -0.02163349 -0.00745233
 -0.02009592 -0.04624363 -0.0283676  -0.02743095  0.01028908 -0.00406242
 -0.02104745  0.01083799  0.01654351 -0.01486422 -0.0131605  -0.08016143
  0.00116709 -0.02685283  0.0649702   0.04316498 -0.01483313  0.01576054
 -0.02334063  0.00424319  0.00984819 -0.00844316]",610,unknown,m,6,1.3196571,-0.02529286,0.09170757
A2UZLZS9GXOYLU,TLDG,7,4.142857142857143,0.8997354108424372,3.0,5.0,423.7142857142857,194.66699282425384,87,662,7,1.0,wear ordered shirt cute normally like model you look however since worn dress feel wore,Allegra K,6,"['black', 'white', 'green']","['s', 'l', 'large', 'small', 'x-large', 'x-small']",3,6,"[ 0.01499015 -0.13442118  0.08917651 -0.16409701  0.1442045   0.02029521
  0.04083638  0.01968494  0.07468389 -0.04248696  0.00927973 -0.03057472
 -0.07370427  0.04949149  0.01586823  0.01825601  0.03032422  0.03309442
  0.09108162 -0.00443916  0.01714296  0.06851944 -0.00122555  0.07190318
 -0.03268052  0.01271041 -0.06242112  0.06448384 -0.0269339   0.04782839
 -0.02530507  0.00456275 -0.00475196 -0.05617733 -0.01468514  0.0172988
 -0.07602284  0.01750567 -0.01266941 -0.00976585  0.01068034 -0.09132817
  0.01924826 -0.03622662 -0.019171   -0.02217883  0.01785518 -0.01083817
  0.00064767 -0.02615903 -0.0835259   0.0306578   0.01766567 -0.0465963
 -0.0244254  -0.01063977 -0.00392683  0.0386399  -0.00370654  0.04509222
  0.02304214  0.01683003 -0.03499791  0.00704734]",611,black,s,7,1.0919077,0.2449643,0.13642845
A2V6VDWHI3YNXD,Ronni D.,6,4.333333333333333,1.632993161855452,1.0,5.0,94.0,37.72532306024695,45,155,6,1.0,shirt wear cute work necklace looks love sexy really wonderful slouch cut shorts great everybody,Flymall,1,"['blue', 'gold', 'navy', 'silver']","['s', 'l', 'large', 'xl']",4,4,"[ 0.39747208 -0.23332748 -0.11336462 -0.0363141  -0.09327468 -0.08216263
  0.24453132 -0.12276448 -0.06406014  0.07730419  0.03155539 -0.02012558
 -0.02774116  0.05850371  0.03802746  0.05294646 -0.034295    0.05017067
 -0.02715555 -0.04148873  0.07156187 -0.05363    -0.01370531 -0.01995464
 -0.03643792 -0.05034099  0.02550982  0.00269157  0.01866175  0.03003289
 -0.0454853  -0.04962435  0.00935814  0.02026535 -0.03199769  0.00750648
  0.01035686 -0.02390448 -0.01684602  0.0032212  -0.02891981  0.02468952
  0.03276769 -0.03249613 -0.0195332   0.04669681  0.00580769  0.0137076
  0.01390172 -0.0070706  -0.00952582 -0.01865829  0.0018321   0.03119163
 -0.03884256 -0.01062734 -0.0124622   0.02319783 -0.01460588  0.033245
  0.04568071  0.00395736  0.04564117 -0.0206506 ]",612,blue,s,6,1.0335425,0.20785004,0.12212844
A2VHVODX6A92OA,Breanne,14,4.357142857142857,0.8418973861410953,3.0,5.0,255.92857142857144,162.5425219091036,30,613,14,1.0,dress size ordered wear fit cute really like you picture little exactly normal see top,Ninimour,2,"['black', 'gray', 'yellow']","['s', 'm', 'l', 'xl']",3,4,"[ 0.30090746 -0.0706096   0.20199473 -0.03929694 -0.07945726  0.22940771
 -0.05480304 -0.00053579  0.05715396 -0.00587207 -0.03172846 -0.06914815
 -0.01812754 -0.01946131  0.04048503  0.03069606  0.02179497  0.04370983
  0.01206308  0.02323413  0.05244412 -0.01914385  0.01824973  0.11074729
 -0.03243205  0.01020417 -0.00922576 -0.02263475  0.01437756  0.00365645
  0.01307434 -0.01761551  0.01314833 -0.02226577 -0.0387313   0.00469334
 -0.01545538 -0.01852972 -0.04882078 -0.00820169  0.03174236  0.0094441
  0.00780902 -0.00491445 -0.05170599  0.0014433  -0.04337066 -0.01239036
 -0.000583    0.00747944  0.01526768 -0.0077426   0.00091362 -0.00311454
  0.00236678 -0.00497928 -0.01343902 -0.00999351 -0.00388285 -0.00416774
 -0.01261616  0.01122938 -0.03056303  0.00593805]",613,black,s,14,0.969845,0.009676118,0.10200481
A2VMKNYTJ973O3,Amazon Customer,6,4.0,0.0,4.0,4.0,29.0,0.0,29,29,6,1.0,light weight comfortable,,0,[],"['m', 's', 'l']",0,3,"[-0.38112795  0.02365802  0.09087498  0.05151252  0.02282444 -0.11777137
  0.00517131  0.13742176 -0.13189721 -0.02640096 -0.02359758 -0.03587865
  0.06664824 -0.07397228 -0.00504976  0.05634485 -0.01300882  0.04793217
  0.0116305   0.02127154  0.01719263  0.00422249 -0.03396529 -0.02020716
 -0.05368692 -0.07851069 -0.01642248 -0.00435713  0.00090105  0.00563421
  0.00568232 -0.00456713 -0.01349426  0.05083584  0.01277442 -0.01030642
 -0.01035742  0.01662486 -0.02929466 -0.01439577  0.02680152 -0.00765853
 -0.01019495 -0.02825896 -0.03092948 -0.01958073 -0.00649765 -0.02853599
 -0.00383554  0.00421031 -0.03179939  0.0005798   0.02434016 -0.03600322
  0.03669845 -0.02644839 -0.04763937 -0.0510874   0.01154887 -0.01570422
  0.0132763  -0.00409414 -0.0213636   0.01138803]",614,unknown,m,6,1.3264091,-0.04006472,0.095529616
A2VNIZTV0BGUCX,Karen,6,3.0,1.8973665961010275,1.0,5.0,83.83333333333333,64.46523610960148,19,182,6,1.0,love small nice want ran ordered her fit like glove little nick side wear day,VIP,2,"['black', 'gold', 'pink']","['s', 'xl']",3,2,"[ 0.04579978  0.07172086  0.07142538 -0.05268137  0.19456425  0.00706181
  0.08125941 -0.10946599  0.03606967 -0.01253135 -0.04533881 -0.05990199
  0.043428   -0.00866347 -0.05408576 -0.0691653  -0.02047071 -0.01467988
 -0.01190271  0.02096309  0.01378712 -0.04444628 -0.01133133 -0.03391542
 -0.02279525  0.00342648 -0.0006341   0.065098   -0.01639007 -0.03709539
 -0.04662205 -0.00162275  0.01029596  0.0203029  -0.02691226  0.03435983
  0.04033124 -0.04257862  0.01483072 -0.00069854 -0.00859483 -0.01961698
 -0.01071428 -0.0238628  -0.0014129   0.01545067 -0.02185445 -0.01267622
  0.00929091  0.0291969   0.02486081 -0.03557876 -0.02555898  0.00446143
 -0.00407321 -0.02099887  0.00815138 -0.01755009 -0.01052291  0.01641988
 -0.02205123 -0.00421017  0.00469156 -0.01633827]",615,black,s,6,1.0040703,-0.019898282,-0.21362202
A2VNRZZUYADPQO,Katylady,9,5.0,0.0,5.0,5.0,19.77777777777778,13.29264625439361,6,45,9,1.0,beautiful love pretty gave anklet dainty comfortable gift liked handy traveling granddaughter loves daughter she,KOBWA,1,"['black', 'silver', 'blue', 'white', 'yellow']","['s', 'small']",5,2,"[ 0.01892198  0.0723853  -0.264981    0.33738172 -0.07706144  0.00216393
  0.12756199  0.05191978  0.02893478  0.04310935  0.07024395 -0.00507437
  0.05210822 -0.05285693  0.08598474  0.08511089  0.01543396 -0.01616686
  0.07076071  0.13975008  0.02716969  0.14111611 -0.0262331   0.03860876
  0.03245953 -0.05645785 -0.06628571  0.03178927  0.08821641  0.00998568
 -0.05775573  0.03219935  0.03630087  0.06681313  0.04368951 -0.02317579
 -0.06690286 -0.00064173  0.0566617  -0.0063002  -0.04929228  0.03427573
  0.03645033  0.14340283  0.00306834 -0.00746074 -0.01684188 -0.00993504
  0.04793359  0.02074359 -0.03636076 -0.04347656  0.01052042  0.05869425
  0.0204017  -0.00819312  0.03145849 -0.01389924  0.03777124  0.04861623
  0.01558847  0.05702073 -0.06071611  0.00575191]",616,black,s,9,1.0220896,-0.08062826,-0.3487996
A2W0OSXI9XDGYP,Lee,6,4.333333333333333,1.0327955589886444,3.0,5.0,18.83333333333333,8.975893641675277,10,33,6,1.0,nice runs small sexy pretty shirt comfortable easy wear skirt cute,PERSUN,1,['black'],"['s', '2xl', 'medium', 'x-large', 'xl']",1,5,"[-0.20412678 -0.1755742   0.13533334 -0.08236681 -0.14566089 -0.02992789
  0.07426526 -0.06440135  0.03406407 -0.00576089  0.09275519 -0.05011245
  0.0568425  -0.06708672 -0.03815633 -0.03103356 -0.06153155  0.02559661
  0.00580252  0.00230942 -0.08049163  0.06519824 -0.05417801 -0.10503764
 -0.02007328 -0.02064245 -0.03023303  0.03303055  0.09074581  0.02272792
  0.03099599 -0.05549346  0.00775756 -0.02771527  0.04368728  0.00662452
  0.07195854 -0.07541786 -0.01788342 -0.05713739 -0.03288593  0.01552693
  0.03487679 -0.01041626  0.03832349  0.01125263 -0.00538918  0.01396538
 -0.00323203  0.02913769  0.00096864  0.00085986  0.01064128  0.00479668
 -0.04744132 -0.03666243  0.02143181 -0.00962335 -0.02519231  0.00574191
  0.0186807   0.04190826  0.02926893  0.00636852]",617,black,s,6,0.9962873,0.302223,0.16335724
A2W1W1GR7JL8J2,U,7,4.142857142857143,0.3779644730092272,4.0,5.0,5.571428571428571,4.157609203101499,4,15,7,1.0,nice really liked,Janecrafts,1,"['black', 'red']","['m', 'small', 's']",2,3,"[-5.0547028e-01 -1.0973431e-01 -3.8714729e-02 -9.5430270e-02
 -1.0458622e-01  1.5524659e-02 -4.1901786e-02 -9.8867327e-02
 -4.1254116e-03  4.6493828e-02  2.1468125e-02  9.4702579e-03
 -3.0741239e-02  2.0157263e-02  5.5244286e-03  6.2175104e-03
  4.4144284e-02 -1.3287055e-02 -1.6014451e-02  9.3665263e-03
  4.9636303e-03  4.9847976e-04  2.0031624e-02  1.9403702e-02
 -1.2385587e-02  1.2048178e-02  2.5086757e-02 -5.7088975e-03
  1.0575750e-02 -1.7159952e-02  6.8994835e-03  1.0535791e-02
  9.2362007e-03 -2.3421841e-02 -1.0998848e-02 -3.3704609e-02
 -1.1964450e-02 -1.7654255e-02  1.0587804e-03 -1.6054582e-02
  2.5644977e-02  1.2759637e-02  3.3875697e-03  3.9194591e-02
  4.2034715e-02 -1.7558388e-02 -1.6469732e-02  2.8385222e-02
  1.8392431e-02  8.7312306e-04  2.4629548e-02 -7.4982480e-04
  3.1699099e-02  2.2271626e-02  1.0894973e-02  4.8886021e-03
 -3.9571039e-03  1.9914517e-02  3.6373131e-03  1.1916679e-02
  2.8597582e-02 -2.2219665e-02 -1.2828386e-02 -2.3754116e-02]",618,black,m,7,0.9977821,-0.038528968,-0.32872802
A2W39AO71K36E6,JijieF,5,2.4,1.6733200530681511,1.0,5.0,267.0,220.11019967280023,75,548,5,1.0,you know rings got wear cute sheer wearing mean make won kind rhinestones different picture,amtonseeshop,1,['gold'],['s'],1,1,"[ 0.15041246 -0.0780892  -0.10692057 -0.10339084  0.14846946  0.03992466
 -0.02515716  0.01887482  0.08147153  0.00306489  0.01064259 -0.00635789
 -0.1550929  -0.07857761 -0.08404384  0.05620385  0.06267255 -0.06376613
 -0.03491823  0.08825387 -0.0611696  -0.02149327 -0.08233494 -0.03210376
  0.08012264 -0.004451   -0.02375971 -0.04117719 -0.13602133 -0.01949598
  0.04488004  0.01534263  0.05744403  0.08504885 -0.00378786 -0.02624115
  0.05210797  0.05910217  0.03598678  0.09214576  0.00253815 -0.02778803
 -0.06589529 -0.04710631  0.00036715  0.08776987  0.05252877 -0.02938055
  0.03006445 -0.02571818  0.00120691  0.04772851  0.03605236  0.05280482
 -0.06190529 -0.01799691 -0.04154515 -0.01626199 -0.01944109 -0.02331078
  0.00344475 -0.04760185 -0.01239131 -0.03323957]",619,gold,s,5,1.0031096,0.28348094,-0.19315498
A2W3B4YHP3HZ9R,judy laurel,6,5.0,0.0,5.0,5.0,49.0,0.0,49,49,6,1.0,cute shoe fit expected comfortable,,0,[],"['m', 's', 'l']",0,3,"[-0.18714231  0.26923445  0.06293174  0.07222672 -0.06044567  0.01380716
  0.07340254  0.07237728 -0.02982138 -0.02984492  0.04451253  0.00693956
  0.01301984 -0.04274172  0.10359302 -0.01730019 -0.04819462 -0.04142561
  0.00161512 -0.02306673 -0.02898578  0.0238943  -0.03961114  0.04676094
 -0.07255755 -0.02665886  0.0096996  -0.03546524  0.00924116  0.0440598
  0.0299613  -0.02999717  0.00917216  0.03122416  0.00083186  0.01829344
  0.02518331 -0.01946957 -0.02886046 -0.00680469  0.02537691  0.00630729
  0.03581332 -0.01954925 -0.03599962  0.00189212 -0.02891086 -0.01721896
 -0.00508632  0.00647727  0.01510537 -0.0041669   0.02402031  0.03587994
 -0.02831018  0.01196109 -0.00712477  0.02017411 -0.02003414 -0.021102
 -0.00523431 -0.00893122 -0.02307432  0.00500128]",620,unknown,m,6,1.3250859,-0.026212586,0.107444376
A2W7X2A5MT6P0H,kitschy,5,4.6,0.5477225575051662,4.0,5.0,193.8,102.24822736849768,85,330,4,0.8,blouse one material cute size nice made open shoulder really like ordering romper great small,amtonseeshop,1,['white'],"['l', 's']",1,2,"[ 0.39527947 -0.21914554  0.10338728 -0.10553439 -0.06394325 -0.10560863
  0.06638464 -0.09867793 -0.04308365  0.00920323  0.05803585 -0.05028244
 -0.09693839 -0.02781307  0.02169815 -0.1203381   0.00881732 -0.0592398
 -0.12114158  0.00454509  0.01665477 -0.0617368  -0.07362403 -0.02689651
  0.04111111 -0.05602804  0.06698224 -0.07040154 -0.03856339 -0.06817582
  0.0949799   0.05354677  0.02055003 -0.01292371  0.02161906  0.03928105
 -0.04687588 -0.0224001   0.00974906 -0.01831577 -0.0836828   0.01995912
 -0.03710822  0.00687862 -0.03632298  0.00079309 -0.03013008 -0.09959604
 -0.01547083  0.0191611   0.02299652  0.04875046  0.02837815  0.02552717
  0.02053966  0.08862134  0.04874316 -0.0566477  -0.00368167 -0.0109016
 -0.02640153 -0.01726869  0.04290982 -0.01510709]",621,white,l,5,0.9972131,0.21086572,-0.10270098
A2W91JVGFS2R4F,Larkin,5,4.0,0.0,4.0,4.0,24.4,15.883954167649817,5,46,5,1.0,cute really like long sweater boots nice supposed get beige bracelet wear tunic tho,ElaineAccessories,1,"['black', 'blue', 'gray']",['s'],3,1,"[-0.18153174 -0.06343658  0.01861645  0.16724111 -0.1255296  -0.13804153
  0.1205434   0.05236163  0.2521278  -0.03998311 -0.08612157  0.05623136
  0.03784134 -0.11762994  0.09556621  0.11618669  0.02294959 -0.03238147
  0.04153636 -0.04203509  0.03542789 -0.01813408 -0.09748768  0.01561991
  0.12341615 -0.03452656 -0.06285989 -0.0413695   0.00624868  0.0402203
 -0.06212092  0.03934645  0.04092469 -0.07325786 -0.05692572 -0.03769966
  0.04975589 -0.00745081  0.01917088  0.05346009  0.03904707  0.00356785
  0.02868336  0.01545759 -0.00371289 -0.03941158 -0.08463597  0.01025896
  0.01941149 -0.01190831 -0.0469262  -0.03167064  0.02212269 -0.01455382
 -0.0105243   0.01741094 -0.03820089 -0.0093676  -0.00552329  0.04138399
  0.02865011 -0.0248358   0.03228562 -0.03089879]",622,black,s,5,1.0035512,0.26155072,-0.18239595
